Asset Location,Asset IP Address,Asset Alternate IPv4 Addresses,Asset Names,Asset Risk Score,Asset OS Name,Vulnerability Title,Vulnerability PCI Compliance Status,Vulnerability CVSS Score,Vulnerability CVSSv3 Score,Vulnerability Description,Vulnerability ID,Service Port,Vulnerability Solution,Vulnerability Proof,Vulnerability Published Date,Vulnerable Since,Vulnerability Age,Vulnerability CVE IDs,Vulnerability CVE URLs
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU April 2020 Java SE, Java SE Embedded vulnerability (CVE-2020-2800)",Fail,5.8,4.8,"Vulnerability in the Java SE, Java SE Embedded product of Oracle Java SE (component: Lightweight HTTP Server). Supported versions that are affected are Java SE: 7u251, 8u241, 11.0.6 and 14; Java SE Embedded: 8u241. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE, Java SE Embedded. Successful attacks of this vulnerability can result in unauthorized update, insert or delete access to some of Java SE, Java SE Embedded accessible data as well as unauthorized read access to a subset of Java SE, Java SE Embedded accessible data. Note: This vulnerability can only be exploited by supplying data to APIs in the specified Component without using Untrusted Java Web Start applications or Untrusted Java applets, such as through a web service. CVSS 3.0 Base Score 4.8 (Confidentiality and Integrity impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N).",jre-vuln-cve-2020-2800,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2020-04-16,2022-05-01,43 Days,CVE-2020-2800,http://nvd.nist.gov/vuln/detail/CVE-2020-2800
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU April 2020 Java SE, Java SE Embedded vulnerability (CVE-2020-2803)",Fail,5.1,8.3,"Vulnerability in the Java SE, Java SE Embedded product of Oracle Java SE (component: Libraries). Supported versions that are affected are Java SE: 7u251, 8u241, 11.0.6 and 14; Java SE Embedded: 8u241. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE, Java SE Embedded. Successful attacks require human interaction from a person other than the attacker and while the vulnerability is in Java SE, Java SE Embedded, attacks may significantly impact additional products. Successful attacks of this vulnerability can result in takeover of Java SE, Java SE Embedded. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability does not apply to Java deployments, typically in servers, that load and run only trusted code (e.g., code installed by an administrator). CVSS 3.0 Base Score 8.3 (Confidentiality, Integrity and Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:C/C:H/I:H/A:H).",jre-vuln-cve-2020-2803,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2020-04-16,2022-05-01,43 Days,CVE-2020-2803,http://nvd.nist.gov/vuln/detail/CVE-2020-2803
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU April 2020 Java SE, Java SE Embedded vulnerability (CVE-2020-2805)",Fail,5.1,8.3,"Vulnerability in the Java SE, Java SE Embedded product of Oracle Java SE (component: Libraries). Supported versions that are affected are Java SE: 7u251, 8u241, 11.0.6 and 14; Java SE Embedded: 8u241. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE, Java SE Embedded. Successful attacks require human interaction from a person other than the attacker and while the vulnerability is in Java SE, Java SE Embedded, attacks may significantly impact additional products. Successful attacks of this vulnerability can result in takeover of Java SE, Java SE Embedded. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability does not apply to Java deployments, typically in servers, that load and run only trusted code (e.g., code installed by an administrator). CVSS 3.0 Base Score 8.3 (Confidentiality, Integrity and Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:C/C:H/I:H/A:H).",jre-vuln-cve-2020-2805,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2020-04-16,2022-05-01,43 Days,CVE-2020-2805,http://nvd.nist.gov/vuln/detail/CVE-2020-2805
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU April 2020 Java SE, Java SE Embedded vulnerability (CVE-2020-2830)",Pass,5.0,5.3,"Vulnerability in the Java SE, Java SE Embedded product of Oracle Java SE (component: Concurrency). Supported versions that are affected are Java SE: 7u251, 8u241, 11.0.6 and 14; Java SE Embedded: 8u241. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE, Java SE Embedded. Successful attacks of this vulnerability can result in unauthorized ability to cause a partial denial of service (partial DOS) of Java SE, Java SE Embedded. Note: Applies to client and server deployment of Java. This vulnerability can be exploited through sandboxed Java Web Start applications and sandboxed Java applets. It can also be exploited by supplying data to APIs in the specified Component without using sandboxed Java Web Start applications or sandboxed Java applets, such as through a web service. CVSS 3.0 Base Score 5.3 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L).",jre-vuln-cve-2020-2830,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2020-04-16,2022-05-01,43 Days,CVE-2020-2830,http://nvd.nist.gov/vuln/detail/CVE-2020-2830
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,Java CPU October 2019 Java SE vulnerability (CVE-2019-11068),Fail,7.5,9.8,libxslt through 1.1.33 allows bypass of a protection mechanism because callers of xsltCheckRead and xsltCheckWrite permit access even upon receiving a -1 error code. xsltCheckRead can return -1 for a crafted URL that is not actually invalid and is subsequently loaded.,jre-vuln-cve-2019-11068,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2019-04-10,2022-05-01,43 Days,CVE-2019-11068,http://nvd.nist.gov/vuln/detail/CVE-2019-11068
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,Java CPU January 2020 Java SE vulnerability (CVE-2019-13117),Fail,5.0,7.5,"In numbers.c in libxslt 1.1.33, an xsl:number with certain format strings could lead to a uninitialized read in xsltNumberFormatInsertNumbers. This could allow an attacker to discern whether a byte on the stack contains the characters A, a, I, i, or 0, or any other character.",jre-vuln-cve-2019-13117,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2019-07-01,2022-05-01,43 Days,CVE-2019-13117,http://nvd.nist.gov/vuln/detail/CVE-2019-13117
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,Java CPU January 2020 Java SE vulnerability (CVE-2019-13118),Fail,5.0,7.5,"In numbers.c in libxslt 1.1.33, a type holding grouping characters of an xsl:number instruction was too narrow and an invalid character/length combination could be passed to xsltNumberFormatDecimal, leading to a read of uninitialized stack data.",jre-vuln-cve-2019-13118,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2019-07-01,2022-05-01,43 Days,CVE-2019-13118,http://nvd.nist.gov/vuln/detail/CVE-2019-13118
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,Java CPU January 2020 Java SE vulnerability (CVE-2019-16168),Pass,4.3,6.5,"In SQLite through 3.29.0, whereLoopAddBtreeIndex in sqlite3.c can crash a browser or other application because of missing validation of a sqlite_stat1 sz field, aka a ""severe division by zero in the query planner.""",jre-vuln-cve-2019-16168,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2019-09-09,2022-05-01,43 Days,CVE-2019-16168,http://nvd.nist.gov/vuln/detail/CVE-2019-16168
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU January 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21293)",Pass,5.0,5.3,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Libraries). Supported versions that are affected are Oracle Java SE: 7u321, 8u311, 11.0.13, 17.01; Oracle GraalVM Enterprise Edition: 20.3.4 and 21.3.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized ability to cause a partial denial of service (partial DOS) of Oracle Java SE, Oracle GraalVM Enterprise Edition. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 5.3 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L).",jre-vuln-cve-2022-21293,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2022-02-03,2022-05-01,43 Days,CVE-2022-21293,http://nvd.nist.gov/vuln/detail/CVE-2022-21293
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU January 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21294)",Pass,5.0,5.3,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Libraries). Supported versions that are affected are Oracle Java SE: 7u321, 8u311, 11.0.13, 17.01; Oracle GraalVM Enterprise Edition: 20.3.4 and 21.3.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized ability to cause a partial denial of service (partial DOS) of Oracle Java SE, Oracle GraalVM Enterprise Edition. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 5.3 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L).",jre-vuln-cve-2022-21294,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2022-02-03,2022-05-01,43 Days,CVE-2022-21294,http://nvd.nist.gov/vuln/detail/CVE-2022-21294
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU January 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21296)",Fail,5.0,5.3,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: JAXP). Supported versions that are affected are Oracle Java SE: 7u321, 8u311, 11.0.13, 17.01; Oracle GraalVM Enterprise Edition: 20.3.4 and 21.3.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized read access to a subset of Oracle Java SE, Oracle GraalVM Enterprise Edition accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 5.3 (Confidentiality impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N).",jre-vuln-cve-2022-21296,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2022-02-03,2022-05-01,43 Days,CVE-2022-21296,http://nvd.nist.gov/vuln/detail/CVE-2022-21296
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU January 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21291)",Fail,5.0,5.3,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Hotspot). Supported versions that are affected are Oracle Java SE: 7u321, 8u311, 11.0.13, 17.01; Oracle GraalVM Enterprise Edition: 20.3.4 and 21.3.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized update, insert or delete access to some of Oracle Java SE, Oracle GraalVM Enterprise Edition accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 5.3 (Integrity impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N).",jre-vuln-cve-2022-21291,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.201 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/jdk/jre/lib/rt.jar)",2022-02-03,2022-05-01,43 Days,CVE-2022-21291,http://nvd.nist.gov/vuln/detail/CVE-2022-21291
